iter	Logloss
0	0.6827733008
1	0.6717168833
2	0.6624999062
3	0.6513737954
4	0.6402154741
5	0.63056363
6	0.6217444916
7	0.6129802607
8	0.6044229621
9	0.5946004629
10	0.5860424618
11	0.5785289232
12	0.5687064068
