iter	Logloss
0	0.5161276736
1	0.3959146512
2	0.3179493067
3	0.2585942572
4	0.2160140022
5	0.1847212066
6	0.1595319815
7	0.1436755807
8	0.12982483
9	0.1196492323
10	0.1115201956
11	0.1038333191
12	0.09802581154
13	0.09081468581
14	0.08578074786
15	0.08101870438
16	0.07638624782
17	0.07385520653
18	0.07107913242
19	0.06791333318
20	0.06616568994
21	0.06411614113
22	0.06250017003
23	0.06092570805
24	0.05950499799
25	0.0579125033
26	0.05698680683
27	0.05593591185
28	0.05533703028
29	0.05374378058
30	0.05295578426
31	0.05170068543
32	0.05074522158
33	0.05026394785
34	0.04925998167
35	0.04842658646
36	0.04796998089
37	0.04712936047
38	0.04655634371
39	0.04591363486
40	0.04527930859
41	0.04469723429
42	0.04388363466
43	0.04334124093
44	0.04273619674
45	0.04211831737
46	0.04171133514
47	0.04127682527
48	0.04083895734
49	0.04037337296
50	0.04008048427
51	0.03958152449
52	0.03914270972
53	0.0387808237
54	0.0383117274
55	0.03803393694
56	0.03771197017
57	0.03723952821
58	0.03704594711
59	0.0368902209
60	0.03669400721
61	0.03649113084
62	0.03621420972
63	0.03590088335
64	0.03564664324
65	0.03546969645
66	0.03508506195
67	0.03473908019
68	0.03450331698
69	0.03424853943
70	0.03407272522
71	0.03385265543
72	0.03361613897
73	0.03334925321
74	0.03296223868
75	0.03268054598
76	0.03233404423
77	0.03206788378
78	0.03194481349
79	0.03181067336
80	0.0315497951
81	0.0314194168
82	0.03113816889
83	0.0308594802
84	0.03056291866
85	0.03034594982
86	0.03013310108
87	0.02998869679
88	0.02977868234
89	0.02959927189
90	0.02945450939
91	0.02930744822
92	0.02909630401
93	0.02892617427
94	0.02882135938
95	0.02866932122
96	0.02849456397
97	0.02830748927
98	0.02815757887
99	0.02798691305
