iter	Logloss
0	0.5027409924
1	0.3773665988
2	0.2890687168
3	0.2308514989
4	0.1912897886
5	0.1612805385
6	0.1344091486
7	0.1163212058
8	0.100827019
9	0.0895485048
10	0.08144874811
11	0.07445503353
12	0.06896622601
13	0.06414287185
14	0.06016935116
15	0.05647284417
16	0.05350984023
17	0.05089337636
18	0.04900849915
19	0.04741741133
20	0.04600455759
21	0.04420756296
22	0.04267135366
23	0.0410964518
24	0.04008338073
25	0.03923243793
26	0.0386746307
27	0.03773990431
28	0.03672640355
29	0.0355995221
30	0.03480682407
31	0.03445864272
32	0.03408314205
33	0.03329659933
34	0.03276643129
35	0.03238337133
36	0.03186299117
37	0.03144361451
38	0.03081925766
39	0.03049904784
40	0.03016338743
41	0.02977160486
42	0.02961755794
43	0.0292486039
44	0.02895385935
45	0.0284023573
46	0.02811830051
47	0.0277397009
48	0.02750817415
49	0.02703249963
50	0.02673616427
51	0.02653860697
52	0.02636735118
53	0.02614235513
54	0.02587891948
55	0.02559613614
56	0.02532870537
57	0.02495942881
58	0.02474329651
59	0.02437790121
60	0.02415233256
61	0.02398120986
62	0.02386378155
63	0.02364216419
64	0.02352287058
65	0.02324599331
66	0.02309347817
67	0.02291231149
68	0.02279585393
69	0.02259052411
70	0.02251408195
71	0.02233826678
72	0.02216491054
73	0.02191910379
74	0.02182374647
75	0.02158411797
76	0.02143853231
77	0.02132652979
78	0.02115439195
79	0.02090842988
80	0.02071733396
81	0.02058298485
82	0.0204789371
83	0.0204072954
84	0.02031477872
85	0.02012562499
86	0.01995105304
87	0.01982348967
88	0.01961969222
89	0.01956122861
90	0.0194865829
91	0.01934952132
92	0.01930198082
93	0.01923680415
94	0.01917066974
95	0.01906523914
96	0.01902830303
97	0.01887938905
98	0.01875583996
99	0.01867519619
